DateLaid,Material,Diameter,NetworkFun,ReviewAge,ReviewDiam,ReviewMate,ID,length,straightdis,sinuosity
12-04-2000,HPPE,"180",DISTRIBUTION,"2000","180",HPPE,WTE-MN531629,4.09483784784786,4.09483784784786,1
12-04-2000,HPPE,"180",DISTRIBUTION,"2000","180",HPPE,WTE-MN531654,44.3036601410635,44.1259959320291,1.00402629346447
01-06-2011,HPPE,"90",DISTRIBUTION,"2011","90",HPPE,WTE-MN1342797,22.6331050466388,22.1588842001894,1.02140093527116
01-06-2011,HPPE,"90",DISTRIBUTION,"2011","90",HPPE,WTE-MN85407S,0.719711747848487,0.719711747848487,1
01-05-2011,HPPE,"125",DISTRIBUTION,"2011","125",HPPE,WTE-MN85399S,11.7202749542001,11.7202749542001,1
01-06-2011,HPPE,"90",DISTRIBUTION,"2011","90",HPPE,WTE-MN533002,131.295923778735,131.293989264533,1.00001473421756
01-06-2011,HPPE,"90",DISTRIBUTION,"2011","90",HPPE,WTE-MN1342798,0.557245008992895,0.557245008992895,1
12-04-2000,HPPE,"180",DISTRIBUTION,"2000","180",HPPE,WTE-MN531653,30.2055854936927,30.2046881295606,1.00002970943213
01-06-2011,HPPE,"90",DISTRIBUTION,"2011","90",HPPE,WTE-MN533006,144.57485126057,144.57485126057,1
01-06-2000,HPPE,"180",DISTRIBUTION,"2000","180",HPPE,WTE-MN533001,1.03346020733635,1.03346020733635,1
12-04-2000,HPPE,"180",DISTRIBUTION,"2000","180",HPPE,WTE-MN531634,1.04627577623266,1.04627577623266,1
12-04-2000,HPPE,"180",DISTRIBUTION,"2000","180",HPPE,WTE-MN531637,45.7223463876121,45.7165586850452,1.00012659969896
01-06-2011,HPPE,"90",DISTRIBUTION,"2011","90",HPPE,WTE-MN533009,148.403116119567,148.403116119567,1
01-06-2000,HPPE,"180",DISTRIBUTION,"2000","180",HPPE,WTE-MN533004,4.92753682655304,4.72842944333722,1.04210856598408
12-04-2000,HPPE,"180",DISTRIBUTION,"2000","180",HPPE,WTE-MN531639,1.55475046227719,1.55475046227719,1
12-04-2000,HPPE,"180",DISTRIBUTION,"2000","180",HPPE,WTE-MN531642,51.5915108067442,51.5811473505319,1.00020091558146
01-07-2008,MDPE,"63",DISTRIBUTION,"2008","63",MDPE,WTE-MN1296929,74.3470787925897,74.3470787925897,1
01-06-2000,HPPE,"180",DISTRIBUTION,"2000","180",HPPE,WTE-MN533007,4.72019463855128,4.48532328819131,1.05236441952319
12-04-2000,HPPE,"180",DISTRIBUTION,"2000","180",HPPE,WTE-MN531644,0.799962499093915,0.799962499093915,1
12-04-2000,HPPE,"180",DISTRIBUTION,"2000","180",HPPE,WTE-MN1342817,21.2296253713942,21.229089028983,1.0000252645043
01-07-2008,HPPE,"90",DISTRIBUTION,"2008","90",HPPE,WTE-MN531595,4.86469413221919,4.86469413221919,1
01-07-2008,MDPE,"63",DISTRIBUTION,"2008","63",MDPE,WTE-MN1296930,4.23971756139208,4.23971756139208,1
01-07-2008,HPPE,"90",DISTRIBUTION,"2008","90",HPPE,WTE-MN551982,26.483979780213,26.483979780213,1
,UNKNOWN,UNKNOWN,DISTRIBUTION,"2000","180",PE,WTE-MN1342820,0.566083032834616,0.566083032834616,1
,UNKNOWN,UNKNOWN,DISTRIBUTION,"2000","180",PE,WTE-MN1342819,0.487028746534733,0.487028746534733,1
12-04-2000,HPPE,"180",DISTRIBUTION,"2000","180",HPPE,WTE-MN1342816,28.7033380407093,28.6857886069245,1.00061178146522
01-07-2008,HPPE,"90",DISTRIBUTION,"2008","90",HPPE,WTE-MN84715S,77.365602880042,77.365602880042,1
01-06-2000,HPPE,"180",DISTRIBUTION,"2000","180",HPPE,WTE-MN533010,3.91627693100054,3.91627693100054,1
,UNKNOWN,UNKNOWN,PRIVATE,"1968","75",CI,WTE-MN84743S,4.78086854035268,4.78086854035268,1
,CIEL,"3""",DISTRIBUTION,"1894","75",CIEL,WTE-MN85388S,90.007644396823,90.0075758589421,1.00000076146791
,CIEL,"3""",DISTRIBUTION,"1894","75",CIEL,WTE-MN85322S,86.7542723616351,86.7542723616351,1
,CIEL,"4""",DISTRIBUTION,"1894","100",CIEL,WTE-MN85393S,44.6621505304308,44.6621505304308,1
,CI,"9""",DISTRIBUTION,"1968","225",CI,WTE-MN559126,1.63183975928951,1.63183975928951,1
,CI,"9""",DISTRIBUTION,"1968","225",CI,WTE-MN559125,2.13720495039427,2.13720495039427,1
16-10-2001,HPPE,"90",DISTRIBUTION,"2001","90",HPPE,WTE-MN559128,1.03080551026996,1.03080551026996,1
16-10-2001,HPPE,"90",DISTRIBUTION,"2001","90",HPPE,WTE-MN559129,0.568739835064117,0.568739835064117,1
16-10-2001,HPPE,"225",DISTRIBUTION,"2001","225",HPPE,WTE-MN1237344,39.3670420928952,38.8045726171992,1.01449492773042
01-06-2011,HPPE,"90",DISTRIBUTION,"2011","90",HPPE,WTE-MN1342805,49.6100732085853,49.5223952772225,1.00177047032705
01-06-2011,MDPE,"63",DISTRIBUTION,"2011","63",MDPE,WTE-MN1342806,43.6890713679962,43.6890713679962,1
01-05-2011,HPPE,"125",DISTRIBUTION,"2011","125",HPPE,WTE-MN85408S,38.1527918374995,38.1527918374995,1
,CIEL,"4""",DISTRIBUTION,"1894","100",CIEL,WTE-MN85389S,22.727670030133,22.727670030133,1
,CIEL,"4""",DISTRIBUTION,"1894","100",CIEL,WTE-MN85384S,45.1530247409668,32.0799631234323,1.40751485802007
01-10-2007,HPPE,"90",DISTRIBUTION,"2007","90",HPPE,WTE-MN1237383,1.62354735069204,1.62354735069204,1
16-10-2001,HPPE,"225",DISTRIBUTION,"2001","225",HPPE,WTE-MN1237343,2.11804626957724,2.11804626957724,1
,CI,"9""",DISTRIBUTION,"1968","225",CI,WTE-MN559119,1.95833628366117,1.95833628366117,1
16-10-2001,HPPE,"90",DISTRIBUTION,"2001","90",HPPE,WTE-MN559122,0.861037165287416,0.861037165287416,1
16-10-2001,HPPE,"90",DISTRIBUTION,"2001","90",HPPE,WTE-MN559121,1.18062906960901,1.18062906960901,1
01-10-2007,HPPE,"90",DISTRIBUTION,"2007","90",HPPE,WTE-MN1237384,140.454862472893,81.7284019665442,1.71855632917414
,CI,"9""",DISTRIBUTION,"1968","225",CI,WTE-MN559118,1.89444582925636,1.89444582925636,1
,CIEL,"9""",DISTRIBUTION,"1894","225",CIEL,WTE-MN85394S,58.0562951798001,58.0562951798001,1
,CIEL,"4""",DISTRIBUTION,"1894","100",CIEL,WTE-MN85392S,2.39584411013348,2.39584411013348,1
,CIEL,"3""",DISTRIBUTION,"1894","75",CIEL,WTE-MN594938,2.49467352571159,2.49467352571159,1
,CIEL,"4""",DISTRIBUTION,"1894","100",CIEL,WTE-MN85390S,30.7770087078001,30.7770087078001,1
01-06-2011,HPPE,"90",DISTRIBUTION,"2011","90",HPPE,WTE-MN85410S,0.642440658751874,0.642440658751874,1
01-05-2011,HPPE,"125",DISTRIBUTION,"2011","125",HPPE,WTE-MN85310S,49.7960015341668,49.7786091609719,1.00034939451881
,CIEL,"3""",DISTRIBUTION,"1894","75",CIEL,WTE-MN594933,1.35347922038673,1.35347922038673,1
,CIEL,"4""",DISTRIBUTION,"1894","100",CIEL,WTE-MN85395S,22.2696448331814,22.2696448331814,1
,CIEL,"4""",DISTRIBUTION,"1894","100",CIEL,WTE-MN85396S,2.16475217986683,2.16475217986683,1
,UNKNOWN,UNKNOWN,FIRE,"1894","75",CIEL,WTE-MN85353S,10.6989165806584,10.6989165806584,1
,HPPE,"90",DISTRIBUTION,"1971","90",HPPE,WTE-MN85409S,1.17116395096614,1.17116395096614,1
,UNKNOWN,UNKNOWN,DISTRIBUTION,"2002","32",MDPE,WTE-MN84913S,5.8883478158494,5.8883478158494,1
,UNKNOWN,UNKNOWN,PRIVATE,"1894","90",CIEL,WTE-MN84910S,29.6393023871262,28.7596695391866,1.03058563822304
01-12-2003,HPPE,"90",DISTRIBUTION,"2003","90",HPPE,WTE-MN605480,122.721813089649,122.721813089649,1
06-08-2008,DI,"100",DISTRIBUTION,"2008","100",DI,WTE-MN1276929,56.2182212233985,40.5843026920719,1.38522082416807
,UPVC,"3""",DISTRIBUTION,"1988","75",UPVC,WTE-MN84986S,1.34438089835331,1.34438089835331,1
,UPVC,"3""",DISTRIBUTION,"1981","75",UPVC,WTE-MN84912S,134.688843215129,110.845949172766,1.21509937187872
,UNKNOWN,UNKNOWN,DISTRIBUTION,"1894","90",CIEL,WTE-MN84985S,6.60789957632412,5.94829992514673,1.1108887681317
,UNKNOWN,UNKNOWN,DISTRIBUTION,"1894","90",CIEL,WTE-MN84911S,4.52972936827087,4.52604904965582,1.00081314156667
01-12-2003,HPPE,"90",DISTRIBUTION,"2003","90",HPPE,WTE-MN84982S,15.331740670932,15.331740670932,1
01-08-2003,CIEL,"3""",DISTRIBUTION,"1968","75",CIEL,WTE-MN84994S,54.6901657795606,54.6901657795606,1
01-12-2003,HPPE,"90",DISTRIBUTION,"2003","90",HPPE,WTE-MN84981S,40.6619783090063,40.6619783090063,1
01-09-2004,HPPE,"250",DISTRIBUTION,"2004","250",HPPE,WTE-MN605476,26.070617273095,26.070617273095,1
,CIEL,"4""",DISTRIBUTION,"1894","100",CIEL,WTE-MN84980S,3.97198690835146,3.97198690835146,1
01-12-2003,HPPE,"90",DISTRIBUTION,"2003","90",HPPE,WTE-MN84977S,39.9231803467681,39.9231803467681,1
,CIEL,"4""",DISTRIBUTION,"1919","100",CIEL,WTE-MN84996S,69.3361845949725,69.3309081434886,1.0000761053277
01-09-2004,HPPE,"90",DISTRIBUTION,"2004","90",HPPE,WTE-MN605479,4.83559895148113,4.39140899934657,1.10114975676387
01-09-2004,HPPE,"90",DISTRIBUTION,"2004","90",HPPE,WTE-MN605481,1.97089954078608,1.97089954078608,1
01-09-2004,HPPE,"250",DISTRIBUTION,"2004","250",HPPE,WTE-MN605458,55.3976099200262,55.3723141380941,1.0004568308608
,CIEL,"4""",DISTRIBUTION,"1919","100",CIEL,WTE-MN84995S,55.4363743845057,55.4359709936279,1.00000727669906
,CIEL,"3""",DISTRIBUTION,"1894","75",CIEL,WTE-MN594797,2.77199902038203,2.77179869400227,1.00007227306233
01-12-2003,HPPE,"90",DISTRIBUTION,"2003","90",HPPE,WTE-MN605457,26.8004133545293,26.7988310378825,1.00005904424132
,CIEL,"3""",DISTRIBUTION,"1894","75",CIEL,WTE-MN594796,216.360589807087,135.126117997225,1.60117520590305
01-09-2004,HPPE,"90",DISTRIBUTION,"2004","90",HPPE,WTE-MN605454,8.20892242713056,7.77553245773678,1.05573765806386
01-09-2004,MDPE,"63",DISTRIBUTION,"2004","63",MDPE,WTE-MN594798,13.2690946522383,9.78246558903447,1.35641618480234
,CIEL,"3""",DISTRIBUTION,"1894","75",CIEL,WTE-MN594799,116.183755869599,116.180523862623,1.00002781883631
01-09-2004,HPPE,"90",DISTRIBUTION,"2004","90",HPPE,WTE-MN605455,2.26778923176196,2.26778923176196,1
,CIEL,"9""",DISTRIBUTION,"1894","225",CIEL,WTE-MN605452,1.39524119772607,1.39524119772607,1
01-09-2004,MDPE,"63",DISTRIBUTION,"2004","63",MDPE,WTE-MN85311S,1.17358638369335,1.17358638369335,1
,CIEL,"9""",DISTRIBUTION,"1894","225",CIEL,WTE-MN554428,121.097609394247,121.097609394247,1
,CIEL,"4""",DISTRIBUTION,"1919","100",CIEL,WTE-MN85328S,33.834409836702,33.834409836702,1
,UNKNOWN,UNKNOWN,DISTRIBUTION,"2002","63",MDPE,WTE-MN85386S,1.58100727385749,1.58100727385749,1
01-09-2004,MDPE,"32",DISTRIBUTION,"2004","32",MDPE,WTE-MN605483,49.6311698102492,45.0825342898832,1.10089573694145
01-06-2011,HPPE,"90",DISTRIBUTION,"2011","90",HPPE,WTE-MN1342808,57.6392586524108,57.6392586524108,1
,UNKNOWN,UNKNOWN,PRIVATE,"2002","90",HPPE,WTE-MN84914S,37.1297602320506,35.8208091478007,1.03654163921449
01-06-2011,MDPE,"63",DISTRIBUTION,"2011","63",MDPE,WTE-MN1342807,42.5011639752286,42.4047869231962,1.00227278708432
01-09-2004,HPPE,"250",DISTRIBUTION,"2004","250",HPPE,WTE-MN1276926,4.05516670436035,4.05516670436035,1
01-09-2004,HPPE,"90",DISTRIBUTION,"2004","90",HPPE,WTE-MN84963S,1.60699253263443,1.60699253263443,1
01-09-2004,HPPE,"90",DISTRIBUTION,"2004","90",HPPE,WTE-MN605478,4.99613450582786,4.99613450582786,1
06-08-2008,DI,"100",DISTRIBUTION,"2008","100",DI,WTE-MN1276928,1.69278970929836,1.69278970929836,1
01-09-2004,HPPE,"250",DISTRIBUTION,"2004","250",HPPE,WTE-MN1276925,42.1285291577335,42.1285291577335,1
01-12-2003,HPPE,"90",DISTRIBUTION,"2003","90",HPPE,WTE-MN605477,120.151107100186,119.220727598026,1.0078038401619
01-09-2004,MDPE,"32",DISTRIBUTION,"2004","32",MDPE,WTE-MN605482,3.72358228059798,3.72358228059798,1
01-09-2004,HPPE,"250",DISTRIBUTION,"2004","250",HPPE,WTE-MN605459,35.1556624509691,35.1555949743326,1.0000019193712
01-06-2011,HPPE,"90",DISTRIBUTION,"2011","90",HPPE,WTE-MN85405S,1.02600682253522,1.02600682253522,1
01-05-2011,HPPE,"125",DISTRIBUTION,"2011","125",HPPE,WTE-MN85404S,4.94763751706063,4.94763751706063,1
01-10-2004,HPPE,"125",DISTRIBUTION,"2004","125",HPPE,WTE-MN85406S,63.349040442593,63.349040442593,1
01-09-2004,HPPE,"90",DISTRIBUTION,"2004","90",HPPE,WTE-MN605474,1.2510735390291,1.2510735390291,1
01-09-2004,HPPE,"250",DISTRIBUTION,"2004","250",HPPE,WTE-MN605471,34.4813167382623,34.4813167382623,1
01-09-2004,HPPE,"90",DISTRIBUTION,"2004","90",HPPE,WTE-MN605472,6.81717074738138,6.81717074738138,1
01-12-2003,HPPE,"90",DISTRIBUTION,"2003","90",HPPE,WTE-MN605473,170.709028396517,170.705756777581,1.00001916525252
01-09-2004,HPPE,"250",DISTRIBUTION,"2004","250",HPPE,WTE-MN605469,11.4978581048792,11.4978581048792,1
01-09-2004,HPPE,"90",DISTRIBUTION,"2004","90",HPPE,WTE-MN605467,3.6212553071545,3.6212553071545,1
01-09-2004,HPPE,"90",DISTRIBUTION,"2004","90",HPPE,WTE-MN84999S,1.82264971950852,1.82264971950852,1
01-09-2004,HPPE,"250",DISTRIBUTION,"2004","250",HPPE,WTE-MN605470,6.59442340155995,6.59442340155995,1
01-12-2004,HPPE,"90",DISTRIBUTION,"2004","90",HPPE,WTE-MN84948S,1.52452287611108,1.52452287611108,1
01-09-2004,HPPE,"250",DISTRIBUTION,"2004","250",HPPE,WTE-MN605484,22.6875114145613,22.6732160931048,1.00063049376841
01-09-2004,HPPE,"90",DISTRIBUTION,"2004","90",HPPE,WTE-MN605465,7.09541739442612,7.09541739442612,1
01-09-2004,HPPE,"250",DISTRIBUTION,"2004","250",HPPE,WTE-MN605485,1.01520096526858,1.01520096526858,1
01-12-2003,HPPE,"90",DISTRIBUTION,"2003","90",HPPE,WTE-MN84990S,1.53752853633354,1.53752853633354,1
01-09-2004,HPPE,"250",DISTRIBUTION,"2004","250",HPPE,WTE-MN84944S,0.983505973505402,0.983505973505402,1
01-09-2004,HPPE,"250",DISTRIBUTION,"2004","250",HPPE,WTE-MN605491,1.74043327940998,1.74043327940998,1
01-09-2004,HPPE,"250",DISTRIBUTION,"2004","250",HPPE,WTE-MN605492,7.95690272655091,7.95690272655091,1
01-12-2003,HPPE,"90",DISTRIBUTION,"2003","90",HPPE,WTE-MN605466,146.45535953669,146.442804947867,1.000085730322
01-12-2003,HPPE,"90",DISTRIBUTION,"2003","90",HPPE,WTE-MN594790,92.4889970264425,92.4822893855972,1.000072528923
01-04-2004,HPPE,"250",DISTRIBUTION,"2004","250",HPPE,WTE-MN605494,131.784273932665,131.729646450595,1.0004146939094
01-12-2003,HPPE,"90",DISTRIBUTION,"2003","90",HPPE,WTE-MN594747,61.1130991277356,61.1130991277356,1
01-06-2000,HPPE,"180",DISTRIBUTION,"2000","180",HPPE,WTE-MN532998,5.13976828267148,5.13976828267148,1
01-12-2003,MDPE,"63",DISTRIBUTION,"2003","63",MDPE,WTE-MN594746,100.786462671761,59.8292239043678,1.684569113463
12-04-2000,HPPE,"180",DISTRIBUTION,"2000","180",HPPE,WTE-MN531627,92.5409997239069,92.4626939797527,1.0008468901433
01-06-2000,HPPE,"180",DISTRIBUTION,"2000","180",HPPE,WTE-MN532992,7.40882676269049,7.40882676269049,1
12-04-2000,HPPE,"180",DISTRIBUTION,"2000","180",HPPE,WTE-MN531624,1.76299858204988,1.76299858204988,1
12-04-2000,HPPE,"180",DISTRIBUTION,"2000","180",HPPE,WTE-MN531622,60.0965178338028,59.9631793687409,1.00222367236804
12-04-2000,HPPE,"180",DISTRIBUTION,"2000","180",HPPE,WTE-MN531619,1.37528506129782,1.37528506129782,1
12-04-2000,HPPE,"180",DISTRIBUTION,"2000","180",HPPE,WTE-MN605486,26.9029033172955,26.9012581490172,1.00006115581172
01-09-2004,HPPE,"180",DISTRIBUTION,"2004","180",HPPE,WTE-MN605487,2.97535510483701,2.97535510483701,1
01-04-2004,HPPE,"250",DISTRIBUTION,"2004","250",HPPE,WTE-MN605495,2.76924845401302,2.76924845401302,1
01-09-2004,HPPE,"180",DISTRIBUTION,"2004","180",HPPE,WTE-MN531615,1.33628028502761,1.33628028502761,1
01-04-2004,HPPE,"250",DISTRIBUTION,"2004","250",HPPE,WTE-MN605514,34.0979708417034,34.0847995593599,1.0003864268681
,UNKNOWN,UNKNOWN,DISTRIBUTION,"2002","90",HPPE,WTE-MN605516,12.6056489321266,12.6056489321266,1
01-04-2004,HPPE,"250",DISTRIBUTION,"2004","250",HPPE,WTE-MN605515,154.508955974609,151.42200178309,1.02038643100189
,MDPE,"63",DISTRIBUTION,"2006","63",MDPE,WTE-MN1136542,100.243349605465,37.8952430787971,2.64527527629326
,HPPE,"90",DISTRIBUTION,"2006","90",HPPE,WTE-MN1136541,129.027169227936,120.391675434836,1.07172832973634
01-04-2004,HPPE,"180",DISTRIBUTION,"2004","180",HPPE,WTE-MN605499,2.70847306879626,2.09869912093964,1.29054853159876
01-01-1984,UPVC,"6""",DISTRIBUTION,"1984","150",UPVC,WTE-MN605498,5.62626634635419,5.62626634635419,1
01-01-1984,MDPE,"63",DISTRIBUTION,"1984","63",MDPE,WTE-MN605496,24.4743921906337,24.2979034485629,1.00726353787867
01-04-2004,HPPE,"180",DISTRIBUTION,"2004","180",HPPE,WTE-MN84405S,1.2471106606616,1.2471106606616,1
01-04-2004,HPPE,"250",DISTRIBUTION,"2004","250",HPPE,WTE-MN608689,3.44834119540865,3.44834119540865,1
01-04-2004,HPPE,"250",DISTRIBUTION,"2004","250",HPPE,WTE-MN608690,143.265596267489,142.57010304412,1.00487825433607
,MDPE,"63",DISTRIBUTION,"2006","63",MDPE,WTE-MN1136504,68.348329580474,38.968193247836,1.75395172020888
,HPPE,"125",DISTRIBUTION,"2002","125",HPPE,WTE-MN609733,3.12608797062159,3.12608797062159,1
01-04-2004,HPPE,"250",DISTRIBUTION,"2004","250",HPPE,WTE-MN609724,2.05655099621733,2.05655099621733,1
01-04-2004,HPPE,"180",DISTRIBUTION,"2004","180",HPPE,WTE-MN605508,2.96669829457851,2.20350198547674,1.34635607960963
,HPPE,"180",DISTRIBUTION,"2002","180",HPPE,WTE-MN605506,9.43912337346101,9.41370516852468,1.00270012757796
,UNKNOWN,UNKNOWN,PRIVATE,"1968","12",PB,WTE-MN84915S,32.7631520021597,30.6312885788082,1.06959757562489
,UNKNOWN,UNKNOWN,DISTRIBUTION,"1968","12",PB,WTE-MN84916S,5.37317357190902,5.30273891492539,1.01328269373877
,PB,"0.5""",COMMUNICATION PIPE,"1968","12",PB,WTE-MN84917S,13.4869965588776,12.9032650519153,1.04523905419393
01-12-2003,HPPE,"90",DISTRIBUTION,"2003","90",HPPE,WTE-MN85303S,3.09188696427766,3.09188696427766,1
01-12-2003,HPPE,"90",DISTRIBUTION,"2003","90",HPPE,WTE-MN605468,109.065392920995,109.065392920995,1
,PB,"0.5""",COMMUNICATION PIPE,"1968","12",PB,WTE-MN85305S,32.5538752920244,30.3788047329545,1.07159829289499
,UNKNOWN,UNKNOWN,PRIVATE,"1968","12",PB,WTE-MN84934S,11.7949412884692,11.7949412884692,1
,UNKNOWN,UNKNOWN,DISTRIBUTION,"2002","12",HPPE,WTE-MN85304S,3.15862644198023,3.15862644198023,1
01-12-2003,HPPE,"90",DISTRIBUTION,"2003","90",HPPE,WTE-MN594759,41.5423750604332,41.4232327686208,1.00287621906474
01-01-1988,UPVC,"3""",DISTRIBUTION,"1988","75",UPVC,WTE-MN84989S,51.3362338509118,51.3362338509118,1
,UNKNOWN,UNKNOWN,PRIVATE,"2002","90",HPPE,WTE-MN84918S,25.8368443893321,25.8368443893321,1
,UNKNOWN,UNKNOWN,PRIVATE,"2002","90",HPPE,WTE-MN84362S,13.6937568256207,13.6937568256207,1
,UNKNOWN,UNKNOWN,DISTRIBUTION,"2002","90",HPPE,WTE-MN84923S,3.03393078368952,3.03393078368952,1
,UNKNOWN,UNKNOWN,PRIVATE,"2002","90",HPPE,WTE-MN84361S,13.4681609731829,13.4681609731829,1
01-12-2003,HPPE,"90",DISTRIBUTION,"2003","90",HPPE,WTE-MN84370S,5.9774600793448,5.9774600793448,1
01-01-1988,UPVC,"3""",DISTRIBUTION,"1988","75",UPVC,WTE-MN84367S,11.2109660600414,11.2109660600414,1
,UNKNOWN,UNKNOWN,PRIVATE,"2002","90",HPPE,WTE-MN84360S,12.844283397704,12.844283397704,1
01-12-2003,HPPE,"90",DISTRIBUTION,"2003","90",HPPE,WTE-MN594764,2.8686282436422,2.8686282436422,1
01-12-2003,HPPE,"90",DISTRIBUTION,"2003","90",HPPE,WTE-MN594765,14.4514936983537,14.4501490995967,1.00009305085697
,UNKNOWN,UNKNOWN,DISTRIBUTION,"2002","90",HPPE,WTE-MN84363S,3.06482495426181,3.06482495426181,1
01-01-1988,UPVC,"3""",DISTRIBUTION,"1988","75",UPVC,WTE-MN84366S,5.69932487234872,5.69932487234872,1
,UNKNOWN,UNKNOWN,DISTRIBUTION,"2002","90",HPPE,WTE-MN84364S,2.95736098571717,2.95736098571717,1
01-01-1988,UPVC,"3""",DISTRIBUTION,"1988","75",UPVC,WTE-MN84365S,4.26933250051851,4.26933250051851,1
,UNKNOWN,UNKNOWN,DISTRIBUTION,"2002","90",HPPE,WTE-MN84368S,3.53451552551911,3.53451552551911,1
01-01-1981,UPVC,"3""",DISTRIBUTION,"1981","75",UPVC,WTE-MN84399S,13.2727112527789,13.2727112527789,1
01-12-2003,HPPE,"90",DISTRIBUTION,"2003","90",HPPE,WTE-MN84395S,49.5965389517585,49.5965389517585,1
01-12-2003,HPPE,"90",DISTRIBUTION,"2003","90",HPPE,WTE-MN84546S,1.77006327575917,1.77006327575917,1
01-01-1981,POL,"1.5""",DISTRIBUTION,"1981","38",POL,WTE-MN84401S,2.24570701566005,2.24570701566005,1
01-01-1981,POL,"1.5""",DISTRIBUTION,"1981","38",POL,WTE-MN84400S,3.01632889449135,3.01632889449135,1
01-01-1981,UPVC,"3""",DISTRIBUTION,"1981","75",UPVC,WTE-MN84393S,73.8664013591653,54.0263876268125,1.36722821206181
01-12-2003,HPPE,"90",DISTRIBUTION,"2003","90",HPPE,WTE-MN84396S,2.21585401145841,2.21585401145841,1
,HPPE,"90",DISTRIBUTION,"1988","90",HPPE,WTE-MN590492,90.3570806866486,85.7329378068122,1.05393659657688
,MDPE,"63",DISTRIBUTION,"1988","63",MDPE,WTE-MN590500,76.1231464520476,40.8164829695498,1.86500993995092
,MDPE,"63",DISTRIBUTION,"1988","63",MDPE,WTE-MN590503,20.3704638283026,17.7548889323231,1.14731575657552
01-01-1988,MDPE,"63",DISTRIBUTION,"1988","63",MDPE,WTE-MN89838S,1.82624423329658,1.82624423329658,1
01-01-1988,UNKNOWN,UNKNOWN,DISTRIBUTION,"1988","63",HPPE,WTE-MN88863S,6.16429979801733,6.16429979801733,1
01-01-1988,UNKNOWN,UNKNOWN,DISTRIBUTION,"1988","63",HPPE,WTE-MN88866S,1.63074461516327,1.63074461516327,1
01-01-1988,UPVC,"6""",DISTRIBUTION,"1988","150",UPVC,WTE-MN88865S,1.60925324303795,1.60925324303795,1
01-01-1988,UPVC,"6""",DISTRIBUTION,"1988","150",UPVC,WTE-MN89067S,88.2092689884548,,
,HPPE,"125",DISTRIBUTION,"1988","125",HPPE,WTE-MN590490,1.62647625255779,1.62647625255779,1
,HPPE,"125",DISTRIBUTION,"1988","125",HPPE,WTE-MN590477,78.0657808966619,66.9871361158201,1.16538466074571
,HPPE,"125",DISTRIBUTION,"1988","125",HPPE,WTE-MN590479,16.3808896583497,16.3808896583497,1
16-06-2000,HPPE,"180",DISTRIBUTION,"2000","180",HPPE,WTE-MN606273,23.2810525749843,23.2810525749843,1
,MDPE,"63",DISTRIBUTION,"1988","63",MDPE,WTE-MN590481,37.8303506376196,36.8237400870977,1.02733591286874
16-06-2000,HPPE,"180",DISTRIBUTION,"2000","180",HPPE,WTE-MN564786,5.43946118657774,5.43946118657774,1
16-06-2000,HPPE,"225",DISTRIBUTION,"2000","225",HPPE,WTE-MN590517,85.9236618028092,85.2280815987312,1.00816139693667
16-06-2000,HPPE,"225",DISTRIBUTION,"2000","225",HPPE,WTE-MN564783,6.27583004134631,6.22481774828222,1.0081949858015
16-06-2000,HPPE,"225",DISTRIBUTION,"2000","225",HPPE,WTE-MN564782,2.46122124157826,2.46122124157826,1
,MDPE,"63",DISTRIBUTION,"1988","63",MDPE,WTE-MN590483,31.5790904514203,24.666365378831,1.28024903411679
,MDPE,"63",DISTRIBUTION,"1988","63",MDPE,WTE-MN590482,26.2388173537065,21.7518504039996,1.20627978155283
16-06-2000,HPPE,"225",DISTRIBUTION,"2000","225",HPPE,WTE-MN564801,35.1124762632433,25.5852535066766,1.37237163798594
16-06-2000,HPPE,"225",DISTRIBUTION,"2000","225",HPPE,WTE-MN590516,2.82464457940639,2.82464457940639,1
16-06-2000,HPPE,"225",DISTRIBUTION,"2000","225",HPPE,WTE-MN590514,36.3774139845189,36.3292254941672,1.00132643869216
,HPPE,"125",DISTRIBUTION,"1988","125",HPPE,WTE-MN590528,3.53151563060172,3.47136543739916,1.01732753128049
,HPPE,"125",DISTRIBUTION,"1988","125",HPPE,WTE-MN590529,30.2512245290734,30.1749908533139,1.00252638604367
,HPPE,"125",DISTRIBUTION,"1988","125",HPPE,WTE-MN590475,2.42033819948772,2.42033819948772,1
16-06-2000,HPPE,"225",DISTRIBUTION,"2000","225",HPPE,WTE-MN590603,66.2137033023052,66.2137033023052,1
16-06-2000,HPPE,"225",DISTRIBUTION,"2000","225",HPPE,WTE-MN590471,1.54678569942933,1.54678569942933,1
16-06-2000,HPPE,"225",DISTRIBUTION,"2000","225",HPPE,WTE-MN590473,1.29204953464261,1.29204953464261,1
16-06-2000,HPPE,"225",DISTRIBUTION,"2000","225",HPPE,WTE-MN590602,46.6675025194372,46.6207996499715,1.00100176036911
16-06-2000,HPPE,"225",DISTRIBUTION,"2000","225",HPPE,WTE-MN590604,1.48746495748725,1.48746495748725,1
,HPPE,"125",DISTRIBUTION,"1988","125",HPPE,WTE-MN590608,3.44255311258121,3.43824897294653,1.00125184059344
01-02-2011,HPPE,"90",DISTRIBUTION,"2011","90",HPPE,WTE-MN89100S,24.5888299843599,24.5888299843599,1
,POL,"1.5""",DISTRIBUTION,"1980","38",POL,WTE-MN89099S,47.458295989516,24.5572636912064,1.93255635425335
